host,status,grade,score,verdict,ad_requests,ad_domains,ad_slots,sticky_ads,popups,trackers,ad_weight_pct,refs,starred,pages,url,checked_utc,error
safe2choose.org,,B,76.2,Light advertising,3,2,0,0,0,8,18.5,1,1,Misc,https://safe2choose.org/,2026-08-14T17:12:05+00:00,
thenounproject.com,,B,76.2,Light advertising,3,2,0,0,0,1,25.6,2,2,Storage,https://thenounproject.com/,2026-08-13T20:28:46+00:00,
play.pocketcasts.com,,B,76.3,Light advertising,7,2,0,0,0,4,10.3,2,2,Music,https://play.pocketcasts.com/discover,2026-08-13T18:14:19+00:00,
geminiwatermarkremover.io,online,B,76.5,Light advertising,1,1,0,0,0,8,62.9,2,2,Artificial-Intelligence,https://geminiwatermarkremover.io/,2026-08-18T17:22:03+00:00,
www.edx.org,,B,77.0,Light advertising,4,2,0,0,0,13,9.0,2,2,Educational,https://www.edx.org/,2026-08-13T17:57:57+00:00,
novelfire.net,,B,77.2,Light advertising,1,1,1,0,0,1,25.6,2,2,Reading,https://novelfire.net/,2026-08-13T20:28:46+00:00,
www.boostcamp.app,,B,77.2,Light advertising,3,2,0,0,0,3,21.5,2,2,Misc,https://www.boostcamp.app/,2026-08-13T18:14:19+00:00,
www.copymethat.com,,B,77.3,Light advertising,3,2,0,0,0,2,22.4,1,1,Misc,https://www.copymethat.com/,2026-08-14T17:12:05+00:00,
crosshare.org,,B,77.5,Light advertising,2,1,0,0,0,3,33.8,2,2,Gaming,https://crosshare.org/,2026-08-13T17:57:57+00:00,
nandgame.com,,B,77.5,Light advertising,2,1,0,0,0,3,63.1,2,2,Educational,https://nandgame.com/,2026-08-13T17:57:57+00:00,
ntvs.cx,,B,77.5,Light advertising,1,1,0,0,0,6,36.9,2,2,Streaming,https://ntvs.cx/,2026-08-13T20:28:46+00:00,
www.pubmeeple.com,,B,77.5,Light advertising,2,1,0,0,0,3,49.9,3,1,Gaming Misc,https://www.pubmeeple.com/rankings,2026-08-14T14:46:47+00:00,
www.seterra.com,,B,77.5,Light advertising,2,1,0,0,0,3,47.0,1,1,Educational,https://www.seterra.com/#quizzes,2026-08-14T14:46:47+00:00,
zingmp3.vn,,B,77.5,Light advertising,5,3,0,0,0,5,6.9,2,2,Non-Eng,https://zingmp3.vn/,2026-08-13T20:28:46+00:00,
readdle.com,,B,77.7,Light advertising,6,3,0,0,0,5,3.7,2,2,Linux,https://readdle.com/documents,2026-08-13T18:14:19+00:00,
flowgpt.com,,B,77.8,Light advertising,5,4,0,0,0,3,2.3,2,2,Artificial-Intelligence,https://flowgpt.com,2026-08-13T17:57:57+00:00,
openstax.org,,B,77.8,Light advertising,4,3,0,0,0,3,11.4,2,2,Reading,https://openstax.org/,2026-08-13T20:28:46+00:00,
getwacup.com,,B,78.0,Light advertising,2,1,0,0,0,2,52.4,3,3,Music,https://getwacup.com/,2026-08-13T16:09:28+00:00,
odan.github.io,,B,78.0,Light advertising,2,1,0,0,0,2,48.5,1,1,Educational,https://odan.github.io/learn-php/,2026-08-14T14:46:47+00:00,
selectstarsql.com,,B,78.0,Light advertising,2,1,0,0,0,2,54.6,2,2,Educational,https://selectstarsql.com/,2026-08-13T17:57:57+00:00,
subdl.com,,B,78.0,Light advertising,2,1,0,0,0,2,88.4,2,2,Streaming,https://subdl.com/,2026-08-13T20:28:46+00:00,
wumbo.net,,B,78.0,Light advertising,2,1,0,0,0,2,82.9,2,2,Educational,https://wumbo.net/,2026-08-13T17:57:57+00:00,
www.freecodecamp.org,,B,78.0,Light advertising,2,1,0,0,0,2,53.7,3,3,Educational,https://www.freecodecamp.org/,2026-08-13T16:09:28+00:00,
www.patterns.dev,,B,78.0,Light advertising,2,1,0,0,0,2,39.7,1,1,Educational,https://www.patterns.dev/,2026-08-14T14:46:47+00:00,
www.protondb.com,,B,78.0,Light advertising,2,1,0,0,0,2,32.3,2,2,Linux,https://www.protondb.com/,2026-08-13T18:14:19+00:00,
www.refseek.com,,B,78.0,Light advertising,2,1,0,0,0,2,86.7,2,2,Educational,https://www.refseek.com/,2026-08-13T17:57:57+00:00,
www.videolan.org,,B,78.0,Light advertising,2,1,0,0,0,2,41.9,5,5,Linux Mobile,https://www.videolan.org/vlc/download-android.html,2026-08-13T16:09:28+00:00,
techspecs.io,online,B,78.0,Light advertising,1,1,0,0,0,9,26.0,1,1,Misc,https://techspecs.io/,2026-08-18T17:22:03+00:00,
xkcd-search.typesense.org,online,B,78.0,Light advertising,2,1,0,0,0,2,58.2,1,1,Reading,https://xkcd-search.typesense.org/,2026-08-18T17:22:03+00:00,
vertsluisants.fr,online,B,78.0,Light advertising,2,1,0,0,0,2,52.7,1,1,Reading,https://vertsluisants.fr/index.php?article4/where-scihub-libgen-server-down,2026-08-18T17:22:03+00:00,
ss.fitness,,B,78.2,Light advertising,2,2,0,0,0,1,24.5,2,2,Misc,https://ss.fitness/calculators,2026-08-13T18:14:19+00:00,
www.ctrlpaint.com,,B,78.3,Light advertising,4,3,0,0,0,2,11.4,1,1,Educational,https://www.ctrlpaint.com/,2026-08-14T14:46:47+00:00,
acleddata.com,,B,78.5,Light advertising,2,1,0,0,0,1,65.5,1,1,Misc,https://acleddata.com/data/,2026-08-14T17:12:05+00:00,
mkissa.to,,B,78.5,Light advertising,1,1,0,0,0,4,51.1,3,2,Reading Streaming,https://mkissa.to/,2026-08-13T16:09:28+00:00,
onelook.com,,B,78.5,Light advertising,3,3,0,0,0,0,15.9,5,2,Educational Gaming,https://onelook.com/,2026-08-13T16:09:28+00:00,
textfx.withgoogle.com,,B,78.5,Light advertising,2,1,0,0,0,1,69.4,2,2,Artificial-Intelligence,https://textfx.withgoogle.com/,2026-08-13T17:57:57+00:00,
www.crazygames.com,,B,78.5,Light advertising,5,4,0,0,0,4,0.1,2,2,Gaming,https://www.crazygames.com/,2026-08-13T17:57:57+00:00,
www.firefox.com,,B,78.5,Light advertising,2,1,0,0,0,1,39.8,5,5,Mobile,https://www.firefox.com/browsers/mobile/android/,2026-08-13T16:09:28+00:00,
www.virustotal.com,,B,78.6,Light advertising,3,2,0,0,0,4,17.8,5,3,Adblock Downloading,https://www.virustotal.com/,2026-08-13T16:09:28+00:00,
leetcode.com,,B,78.7,Light advertising,4,2,0,0,0,7,11.6,2,2,Educational,https://leetcode.com/,2026-08-13T17:57:57+00:00,
plumvillage.app,,B,78.8,Light advertising,5,4,0,0,0,2,1.4,1,1,Misc,https://plumvillage.app/,2026-08-14T17:12:05+00:00,
67movies.nl,,B,79.0,Light advertising,10,2,0,0,0,0,0.0,2,2,Streaming,https://67movies.nl/,2026-08-13T20:28:46+00:00,
dashy.to,,B,79.0,Light advertising,2,1,3,0,0,0,0.0,1,1,Linux,https://dashy.to/,2026-08-14T17:12:05+00:00,
fakinthefunk.net,,B,79.0,Light advertising,10,2,0,0,0,0,0.0,2,2,Music,https://fakinthefunk.net/,2026-08-13T18:14:19+00:00,
littlealchemy.com,,B,79.0,Light advertising,1,1,0,0,0,3,34.5,1,1,Gaming,https://littlealchemy.com/,2026-08-14T17:12:05+00:00,
omniglot.com,,B,79.0,Light advertising,2,1,0,0,0,0,66.9,2,2,Educational,https://omniglot.com/,2026-08-13T17:57:57+00:00,
wikitravel.org,,B,79.0,Light advertising,4,2,0,0,0,1,17.1,1,1,Misc,https://wikitravel.org/,2026-08-14T17:12:05+00:00,
www.earlymoderntexts.com,,B,79.0,Light advertising,1,1,0,0,0,3,79.0,4,4,Educational Reading,https://www.earlymoderntexts.com,2026-08-13T16:09:28+00:00,
www.productchart.com,,B,79.0,Light advertising,1,1,0,0,0,3,73.4,1,1,Misc,https://www.productchart.com/,2026-08-14T17:12:05+00:00,
www.wireguard.com,,B,79.0,Light advertising,1,1,0,0,0,3,45.1,4,4,Adblock,https://www.wireguard.com/,2026-08-13T16:09:28+00:00,
musicforprogramming.net,online,B,79.0,Light advertising,1,1,0,0,0,3,88.2,1,1,Music,https://musicforprogramming.net/latest/,2026-08-18T17:22:03+00:00,
dotepub.com,online,B,79.0,Light advertising,1,1,0,0,0,3,41.8,1,1,Reading,https://dotepub.com/,2026-08-18T17:22:03+00:00,
app.atlasobscura.com,,B,79.2,Light advertising,2,2,0,0,0,1,22.5,1,1,Misc,https://app.atlasobscura.com/,2026-08-14T17:12:05+00:00,
translator.bookfere.com,,B,79.2,Light advertising,3,3,0,0,0,2,12.6,2,2,Reading,https://translator.bookfere.com,2026-08-13T20:28:46+00:00,
www.gizmoplex.com,,B,79.2,Light advertising,4,1,0,0,0,10,13.5,2,2,Streaming,https://www.gizmoplex.com/mst3k,2026-08-13T20:28:46+00:00,
thatguyedd.github.io,,B,79.3,Light advertising,3,3,0,0,0,2,12.4,2,2,Educational Music,https://thatguyedd.github.io/,2026-08-13T17:57:57+00:00,
ocw.mit.edu,,B,79.4,Light advertising,3,2,0,0,0,4,16.2,2,2,Educational,https://ocw.mit.edu/,2026-08-13T17:57:57+00:00,
awesome-morphe.vercel.app,,B,79.5,Light advertising,1,1,0,0,0,2,50.2,3,2,Mobile,https://awesome-morphe.vercel.app/,2026-08-13T16:09:28+00:00,
banana.ovo.re,,B,79.5,Light advertising,1,1,0,0,0,2,63.1,2,2,Artificial-Intelligence,https://banana.ovo.re/,2026-08-13T17:57:57+00:00,
dgm.sh,,B,79.5,Light advertising,1,1,0,0,0,2,100.0,3,1,Educational Storage,https://dgm.sh/,2026-08-14T14:46:47+00:00,
eztvx.to,,B,79.5,Light advertising,1,1,0,0,0,2,54.8,2,2,Streaming,https://eztvx.to/,2026-08-13T20:28:46+00:00,
www.android.com,,B,79.5,Light advertising,4,3,0,0,0,1,10.0,2,2,Mobile,https://www.android.com/intl/en_au/learn-find-hub/,2026-08-13T18:14:19+00:00,
komikku-app.github.io,online,B,79.5,Light advertising,1,1,0,0,0,2,30.0,1,1,Mobile,https://komikku-app.github.io/,2026-08-18T17:22:03+00:00,
searchthearxiv.com,online,B,79.5,Light advertising,1,1,0,0,0,2,47.9,1,1,Reading,https://searchthearxiv.com/,2026-08-18T17:22:03+00:00,
musescore.org,,B,79.6,Light advertising,3,3,0,0,0,3,10.8,2,2,Music,https://musescore.org/,2026-08-13T18:14:19+00:00,
psvitavpk.com,,B,79.7,Light advertising,2,1,0,0,0,2,26.6,2,2,Gaming,https://psvitavpk.com/,2026-08-13T17:57:57+00:00,
www.cubeskills.com,,B,79.7,Light advertising,3,3,0,0,0,3,10.6,1,1,Educational,https://www.cubeskills.com/,2026-08-14T14:46:47+00:00,
clonehero.net,,B,79.8,Light advertising,3,3,0,0,0,1,12.4,2,2,Gaming,https://clonehero.net/,2026-08-13T17:57:57+00:00,
moviescountdown.com,,B,79.8,Light advertising,5,3,0,0,0,0,7.3,2,2,Streaming,https://moviescountdown.com/,2026-08-13T20:28:46+00:00,
piratexplay.cc,,B,79.8,Light advertising,4,4,0,0,0,1,3.4,6,2,Non-Eng Streaming,https://piratexplay.cc/home,2026-08-13T16:09:28+00:00,
bstsrs.in,,B,80.0,Light advertising,1,1,0,0,0,1,54.2,2,2,Streaming,https://bstsrs.in/,2026-08-13T20:28:46+00:00,
cinestream.kje.us,,B,80.0,Light advertising,1,1,0,0,0,1,65.6,2,2,Streaming,https://cinestream.kje.us/p,2026-08-13T20:28:46+00:00,
coweggs.itch.io,,B,80.0,Light advertising,1,1,0,0,0,1,33.0,2,2,Gaming,https://coweggs.itch.io/slope-plus,2026-08-13T17:57:57+00:00,
darebee.com,,B,80.0,Light advertising,1,1,0,0,0,1,33.1,2,2,Misc,https://darebee.com/,2026-08-13T18:14:19+00:00,
dominioshdfull.com,,B,80.0,Light advertising,1,1,0,0,0,1,83.7,2,2,Non-Eng,https://dominioshdfull.com/,2026-08-13T20:28:46+00:00,
education.openguessr.com,,B,80.0,Light advertising,1,1,0,0,0,1,51.3,1,1,Educational,https://education.openguessr.com/,2026-08-14T14:46:47+00:00,
emulatorjs.org,,B,80.0,Light advertising,1,1,0,0,0,1,69.5,1,1,Gaming,https://emulatorjs.org/docs/systems,2026-08-14T17:12:05+00:00,
en.uncyclopedia.co,,B,80.0,Light advertising,1,1,0,0,0,3,28.1,2,2,Misc,https://en.uncyclopedia.co/,2026-08-13T18:14:19+00:00,
gopeed.com,,B,80.0,Light advertising,1,1,0,0,0,1,35.6,3,1,Linux Mobile,https://gopeed.com/,2026-08-14T14:46:47+00:00,
knots3d.com,,B,80.0,Light advertising,1,1,0,0,0,1,49.3,2,2,Educational,https://knots3d.com/,2026-08-13T17:57:57+00:00,
midloop.net,,B,80.0,Light advertising,0,0,4,0,0,0,0.0,2,1,Music Streaming,https://midloop.net/,2026-08-14T14:46:47+00:00,
mihon.app,,B,80.0,Light advertising,1,1,0,0,0,1,29.9,4,4,Mobile,https://mihon.app/,2026-08-13T16:09:28+00:00,
newreleases.io,,B,80.0,Light advertising,1,1,0,0,0,1,88.0,2,2,Downloading,https://newreleases.io/,2026-08-13T17:57:57+00:00,
ntrs.nasa.gov,,B,80.0,Light advertising,1,1,0,0,0,1,38.8,3,1,Educational Reading,https://ntrs.nasa.gov/collections/pubspace,2026-08-14T14:46:47+00:00,
pastebin.com,,B,80.0,Light advertising,1,1,0,0,0,1,71.6,10,2,Educational Misc Mobile Music Non-Eng Reading Streaming,https://pastebin.com/uRDJVGkL,2026-08-13T16:09:28+00:00,
rentry.co,,B,80.0,Light advertising,1,1,0,0,0,1,100.0,284,61,Adblock Artificial-Intelligence Downloading Educational Gaming Linux Misc Mobile Music Non-Eng Reading Storage Streaming Torrenting,https://rentry.co/FMHYB64#iptv-playlists,2026-08-13T16:09:28+00:00,
rivestream.vip,,B,80.0,Light advertising,1,1,0,0,0,1,66.4,3,1,Streaming,https://rivestream.vip/,2026-08-14T14:46:47+00:00,
sacred-texts.com,,B,80.0,Light advertising,1,1,0,0,0,1,48.4,2,2,Reading,https://sacred-texts.com/,2026-08-13T20:28:46+00:00,
scnlog.me,,B,80.0,Light advertising,1,1,0,0,0,1,38.9,5,1,Downloading Linux Torrenting,https://scnlog.me/,2026-08-14T14:46:47+00:00,
short-stories.co,,B,80.0,Light advertising,1,1,0,0,0,1,44.6,2,2,Reading,https://short-stories.co/,2026-08-13T20:28:46+00:00,
sidestore.io,,B,80.0,Light advertising,1,1,0,0,0,1,42.3,2,2,Mobile,https://sidestore.io/,2026-08-13T18:14:19+00:00,
streamsports99.website,,B,80.0,Light advertising,1,1,0,0,0,1,97.4,2,2,Streaming,https://streamsports99.website/,2026-08-13T20:28:46+00:00,
subsource.net,,B,80.0,Light advertising,1,1,0,0,0,1,58.0,2,2,Streaming,https://subsource.net/,2026-08-13T20:28:46+00:00,
watch-wrestling.eu,,B,80.0,Light advertising,1,1,0,0,0,1,47.8,2,2,Streaming,https://watch-wrestling.eu/,2026-08-13T20:28:46+00:00,
worldfindr.com,,B,80.0,Light advertising,1,1,0,0,0,1,34.2,1,1,Educational,https://worldfindr.com/,2026-08-14T14:46:47+00:00,
wuxia.click,,B,80.0,Light advertising,1,1,0,0,0,1,84.1,2,2,Reading,https://wuxia.click/,2026-08-13T20:28:46+00:00,
www.anysign.app,,B,80.0,Light advertising,1,1,0,0,0,1,47.6,1,1,Educational,https://www.anysign.app/en/dictionary,2026-08-14T14:46:47+00:00,
www.projectlumen.app,,B,80.0,Light advertising,1,1,0,0,0,1,42.2,1,1,Educational,https://www.projectlumen.app/,2026-08-14T14:46:47+00:00,
www.simloops.com,,B,80.0,Light advertising,1,1,0,0,0,1,76.4,3,1,Educational,https://www.simloops.com/communities,2026-08-14T14:46:47+00:00,
www.smsonline.cloud,,B,80.0,Light advertising,2,1,0,0,0,1,27.0,2,2,Storage,https://www.smsonline.cloud/,2026-08-13T20:28:46+00:00,
www.terminal.guide,,B,80.0,Light advertising,1,1,0,0,0,1,64.8,1,1,Linux,https://www.terminal.guide/,2026-08-14T17:12:05+00:00,
ytdlnis.org,,B,80.0,Light advertising,1,1,0,0,0,1,57.3,4,4,Mobile,https://ytdlnis.org/,2026-08-13T16:09:28+00:00,
hdhub4u.ec,online,B,80.0,Light advertising,1,1,0,0,0,1,54.9,2,2,Non-Eng,https://hdhub4u.ec/,2026-08-18T17:22:03+00:00,
anistream.one,online,B,80.0,Light advertising,1,1,0,0,0,1,48.8,2,2,Streaming,https://anistream.one/,2026-08-18T17:22:03+00:00,
topsters.org,online,B,80.0,Light advertising,1,1,0,0,0,1,70.3,1,1,Misc,https://topsters.org/,2026-08-18T17:22:03+00:00,
www.thetoptens.com,online,B,80.0,Light advertising,1,1,0,0,0,1,33.2,1,1,Misc,https://www.thetoptens.com/,2026-08-18T17:22:03+00:00,
copypastelist.co,online,B,80.0,Light advertising,7,2,0,0,0,0,7.0,1,1,Misc,https://copypastelist.co/,2026-08-18T17:22:03+00:00,
archive.sacred-texts.com,online,B,80.0,Light advertising,1,1,0,0,0,1,48.6,1,1,Reading,https://archive.sacred-texts.com/,2026-08-18T17:22:03+00:00,
music.youtube.com,,B,80.2,Light advertising,4,4,0,0,0,0,3.5,2,2,Music,https://music.youtube.com/,2026-08-13T18:14:19+00:00,
platinmods.com,,B,80.2,Light advertising,3,2,0,0,0,6,12.6,5,2,Mobile,https://platinmods.com/,2026-08-13T16:09:28+00:00,
www.anydecentmusic.com,,B,80.4,Light advertising,1,1,1,0,0,1,19.2,2,2,Music,http://www.anydecentmusic.com/,2026-08-13T18:14:19+00:00,
www.geogebra.org,,B,80.4,Light advertising,2,1,0,0,0,2,25.2,2,2,Educational,https://www.geogebra.org/,2026-08-13T17:57:57+00:00,
worldview.earthdata.nasa.gov,,B,80.5,Light advertising,5,1,0,0,0,4,14.1,2,2,Educational,https://worldview.earthdata.nasa.gov/,2026-08-13T17:57:57+00:00,
www.kickresume.com,,B,80.5,Light advertising,4,2,0,0,0,1,14.0,2,2,Misc,https://www.kickresume.com/en/help-center/resume-samples/,2026-08-13T18:14:19+00:00,
lens.google,,B,80.7,Light advertising,3,2,0,0,0,9,8.7,2,2,Mobile,https://lens.google/,2026-08-13T18:14:19+00:00,
www.smartlauncher.net,online,B,80.7,Light advertising,3,2,0,0,0,2,15.7,1,1,Mobile,https://www.smartlauncher.net/,2026-08-18T17:22:03+00:00,
app.toolbaz.com,,B,80.8,Light advertising,1,1,0,0,0,2,27.4,1,1,Artificial-Intelligence,https://app.toolbaz.com/ai-tools/list,2026-08-14T14:46:47+00:00,
kits4beats.com,,B,81.0,Light advertising,4,1,0,0,0,3,17.1,2,2,Music,https://kits4beats.com/,2026-08-13T20:28:46+00:00,
retrogametalk.com,,B,81.0,Light advertising,3,3,0,0,0,2,9.0,3,2,Gaming Misc,https://retrogametalk.com/,2026-08-13T16:09:28+00:00,
ohmyz.sh,,B,81.1,Light advertising,3,2,0,0,0,5,11.8,1,1,Linux,https://ohmyz.sh/,2026-08-14T17:12:05+00:00,
www.alfredapp.com,,B,81.1,Light advertising,2,2,0,0,0,1,18.8,2,2,Linux,https://www.alfredapp.com/,2026-08-13T18:14:19+00:00,
www.modelscope.ai,,B,81.1,Light advertising,4,4,0,0,0,1,0.8,1,1,Artificial-Intelligence,https://www.modelscope.ai/,2026-08-14T14:46:47+00:00,
anidap.lol,,B,81.2,Light advertising,1,1,0,0,0,1,27.7,2,2,Streaming,https://anidap.lol/,2026-08-13T20:28:46+00:00,
althistory.com,online,B,81.2,Light advertising,1,1,0,0,0,1,27.6,1,1,Misc,https://althistory.com/,2026-08-18T17:22:03+00:00,
theunarchiver.com,,B,81.3,Light advertising,2,2,0,0,0,2,17.4,1,1,Linux,https://theunarchiver.com/,2026-08-14T17:12:05+00:00,
www.motionmountain.net,,B,81.4,Light advertising,2,2,0,0,0,1,18.2,1,1,Educational,https://www.motionmountain.net/index.html,2026-08-14T14:46:47+00:00,
africam.com,online,B,81.4,Light advertising,4,4,0,0,0,1,0.2,1,1,Misc,https://africam.com/our-locations/,2026-08-18T17:22:03+00:00,
distrofighter.com,,B,81.5,Light advertising,1,1,0,0,0,1,27.0,1,1,Linux,https://distrofighter.com/,2026-08-14T17:12:05+00:00,
www.alexotos.com,online,B,81.5,Light advertising,3,1,1,0,0,2,9.9,1,1,Misc,https://www.alexotos.com/keyboard-vendor-list/,2026-08-18T17:22:03+00:00,
www.tracktion.com,online,B,81.5,Light advertising,5,2,0,0,0,3,7.1,1,1,Music,https://www.tracktion.com/products/waveform-free,2026-08-18T17:22:03+00:00,
vimeo.com,,B,81.7,Light advertising,3,2,0,0,0,8,7.7,2,2,Streaming,https://vimeo.com/watch,2026-08-13T20:28:46+00:00,
www.retrogames.onl,,B,81.7,Light advertising,2,2,0,0,0,1,17.7,1,1,Gaming,https://www.retrogames.onl/,2026-08-14T17:12:05+00:00,
www.simplifyingtheory.com,,B,81.8,Light advertising,1,1,0,0,0,1,26.5,1,1,Educational,https://www.simplifyingtheory.com/,2026-08-14T14:46:47+00:00,
abandonwaregames.net,,B,81.9,Light advertising,3,3,0,0,0,3,6.2,2,2,Gaming,https://abandonwaregames.net/,2026-08-13T17:57:57+00:00,
lidarr.audio,,B,82.0,Light advertising,3,1,0,0,0,2,19.0,2,2,Music,https://lidarr.audio/,2026-08-13T18:14:19+00:00,
gyncursos.com.br,,B,82.2,Light advertising,2,1,0,0,0,1,22.7,2,2,Non-Eng,https://gyncursos.com.br,2026-08-13T20:28:46+00:00,
hoc10.vn,,B,82.2,Light advertising,3,1,0,0,0,4,16.7,2,2,Non-Eng,https://hoc10.vn/,2026-08-13T20:28:46+00:00,
ourworldindata.org,,B,82.2,Light advertising,2,1,0,0,0,2,21.6,2,2,Educational,https://ourworldindata.org/,2026-08-13T17:57:57+00:00,
rytr.me,,B,82.2,Light advertising,6,2,0,0,0,3,2.5,1,1,Artificial-Intelligence,https://rytr.me/,2026-08-14T14:46:47+00:00,
topeaglerservers.com,,B,82.2,Light advertising,2,2,0,0,0,1,16.7,1,1,Gaming,https://topeaglerservers.com/,2026-08-14T17:12:05+00:00,
visibleearth.nasa.gov,,B,82.2,Light advertising,6,1,0,0,0,6,5.5,2,2,Educational,https://visibleearth.nasa.gov/,2026-08-13T17:57:57+00:00,
www.bazarr.media,,B,82.2,Light advertising,1,1,0,0,0,1,25.6,4,4,Streaming,https://www.bazarr.media/,2026-08-13T16:09:28+00:00,
www.documentaryarea.com,,B,82.2,Light advertising,2,1,0,0,0,5,18.7,2,2,Educational,https://www.documentaryarea.com/,2026-08-13T17:57:57+00:00,
apps.obtainium.imranr.dev,online,B,82.2,Light advertising,6,2,0,0,0,0,5.7,1,1,Mobile,https://apps.obtainium.imranr.dev/,2026-08-18T17:22:03+00:00,
craft.hira.im,,B,82.3,Light advertising,1,1,0,0,0,2,24.4,1,1,Gaming,https://craft.hira.im/,2026-08-14T17:12:05+00:00,
companion.home-assistant.io,,B,82.7,Light advertising,1,1,0,0,0,3,22.7,1,1,Misc,https://companion.home-assistant.io/,2026-08-14T17:12:05+00:00,
infiniteconversation.com,,B,82.8,Light advertising,1,1,0,0,0,2,23.4,2,2,Misc,https://infiniteconversation.com/,2026-08-13T18:14:19+00:00,
www.bandlab.com,,B,82.8,Light advertising,3,2,0,0,0,2,11.4,6,2,Artificial-Intelligence Music,https://www.bandlab.com/,2026-08-13T16:09:28+00:00,
llamalab.com,online,B,82.8,Light advertising,2,1,0,0,0,2,20.4,1,1,Mobile,https://llamalab.com/automate/,2026-08-18T17:22:03+00:00,
www.1tamilmv.observer,,B,83.0,Light advertising,1,1,0,0,0,4,21.0,6,4,Non-Eng,https://www.1tamilmv.observer/,2026-08-13T16:09:28+00:00,
myanimelist.net,,B,83.1,Light advertising,4,2,0,0,0,4,5.8,7,4,Reading Storage Streaming,https://myanimelist.net/,2026-08-13T16:09:28+00:00,
asb2m10.github.io,,B,83.2,Light advertising,4,3,0,0,0,3,0.7,2,2,Music,https://asb2m10.github.io/dexed/,2026-08-13T20:28:46+00:00,
lyricstranslate.com,,B,83.2,Light advertising,1,1,0,0,0,1,23.5,3,2,Educational Music,https://lyricstranslate.com/,2026-08-13T16:09:28+00:00,
spacefromspace.com,,B,83.3,Light advertising,3,2,0,0,0,9,3.4,1,1,Educational,https://spacefromspace.com/,2026-08-14T14:46:47+00:00,
www.animatedknots.com,,B,83.3,Light advertising,3,2,0,0,0,3,9.4,1,1,Educational,https://www.animatedknots.com/,2026-08-14T14:46:47+00:00,
sittingonclouds.com,online,B,83.3,Light advertising,6,2,0,0,0,0,3.4,1,1,Music,https://sittingonclouds.com/,2026-08-18T17:22:03+00:00,
databank.worldbank.org,,B,83.5,Light advertising,5,3,0,0,0,0,0.1,1,1,Educational,https://databank.worldbank.org/,2026-08-14T14:46:47+00:00,
www.charitywatch.org,,B,83.5,Light advertising,4,3,0,0,0,1,2.0,1,1,Misc,https://www.charitywatch.org/,2026-08-14T17:12:05+00:00,
www.sittingonclouds.net,,B,83.5,Light advertising,6,2,0,0,0,0,2.9,2,2,Music,https://www.sittingonclouds.net/,2026-08-13T18:14:19+00:00,
www.promptingguide.ai,,B,83.7,Light advertising,1,1,0,0,0,1,22.6,2,2,Artificial-Intelligence,https://www.promptingguide.ai,2026-08-13T17:57:57+00:00,
modlist.in,,B,83.8,Light advertising,1,1,0,0,0,1,22.5,4,2,Non-Eng Streaming,https://modlist.in/?type=uhdmovies,2026-08-13T16:09:28+00:00,
www.sentinel-hub.com,,B,83.8,Light advertising,3,1,0,0,0,3,14.4,1,1,Educational,https://www.sentinel-hub.com/,2026-08-14T14:46:47+00:00,
rivestream.ru,,B,83.9,Light advertising,1,1,0,0,0,1,22.2,7,3,Reading Streaming,https://rivestream.ru/,2026-08-13T16:09:28+00:00,
www.rivestream.app,,B,83.9,Light advertising,1,1,0,0,0,1,22.2,14,6,Reading Streaming,https://www.rivestream.app/,2026-08-13T16:09:28+00:00,
labs.google,,B,84.0,Light advertising,4,1,0,0,0,13,1.0,9,7,Artificial-Intelligence,https://labs.google/fx/tools/flow,2026-08-13T16:09:28+00:00,
navidrome.org,,B,84.2,Light advertising,1,1,0,0,0,1,21.5,2,2,Music,https://navidrome.org,2026-08-13T18:14:19+00:00,
drummy.io,online,B,84.2,Light advertising,2,2,0,0,0,1,12.5,1,1,Music,https://drummy.io/,2026-08-18T17:22:03+00:00,
learnprompting.org,,B,84.3,Light advertising,4,2,0,0,0,4,3.3,1,1,Artificial-Intelligence,https://learnprompting.org/docs/introduction,2026-08-14T14:46:47+00:00,
vietjack.com,,B,84.5,Light advertising,2,2,0,0,0,3,10.1,2,2,Non-Eng,https://vietjack.com/,2026-08-13T20:28:46+00:00,
www.oreilly.com,,B,84.5,Light advertising,3,2,0,0,0,5,5.1,2,2,Reading,https://www.oreilly.com/,2026-08-13T20:28:46+00:00,
www.jpl.nasa.gov,,B,84.6,Light advertising,3,2,0,0,0,1,8.8,1,1,Educational,https://www.jpl.nasa.gov/images,2026-08-14T14:46:47+00:00,
earth.nullschool.net,,B,84.7,Light advertising,1,1,0,0,0,1,20.6,1,1,Misc,https://earth.nullschool.net/,2026-08-14T17:12:05+00:00,
geotips.net,,B,84.7,Light advertising,1,1,0,0,0,2,19.7,1,1,Gaming,https://geotips.net/,2026-08-14T17:12:05+00:00,
radarr.video,,B,84.7,Light advertising,3,1,0,0,0,2,13.6,2,2,Streaming,https://radarr.video/,2026-08-13T20:28:46+00:00,
sabnzbd.org,,B,84.8,Light advertising,1,1,0,0,0,3,18.5,2,2,Downloading,https://sabnzbd.org/,2026-08-13T17:57:57+00:00,
www.dailymotion.com,,B,84.8,Light advertising,3,3,0,0,0,2,1.3,2,2,Streaming,https://www.dailymotion.com/,2026-08-13T20:28:46+00:00,
tachimanga.app,,B,84.9,Light advertising,1,1,0,0,0,1,20.2,2,2,Mobile,https://tachimanga.app/,2026-08-13T18:14:19+00:00,
